path	tpath	twidth	theight	title	location	headline	description	creator	city	state	country	copyright	categories
assets/images/gallery/DSC_1105.jpg	assets/images/thumbnails/DSC_1105.jpg	300	214		Gripsholm Castle	Gripsholm Castle, 647 31 Mariefred, Södermanland, Sweden	From Wikipedia: In 1773, Gripsholm Castle was renovated by King Gustav III,[8] on behalf of his consort Sophia Magdalena. The castle was frequently used by the royal court during the reign of Gustav III, who favored it and spent several months there every year. The perhaps most famous addition to the castle during his reign was a theater, which was added in one of the castle towers. It was the stage for both the amateur theatre of the royal court as well as The French Theater of Gustav III in 1781–1792. Stucco rendered to appear as rubbed brick on tower. After the Coup of 1809, Gustav IV Adolf and his family were also imprisoned in the castle after his deposition from the throne. He had to sign his abdication document there.	Willie Graham	Mariefred	Södermanland	Sweden	Willie Graham 2005	castle,tower,brick,masonry,stucco,stucco to resemble brick,brick patterned stucco
assets/images/gallery/2021WJG0810_0640.jpg	assets/images/thumbnails/2021WJG0810_0640.jpg	300	450	Detail of V notching	Edgehill Slave House	Edgehill Slave House, 4920 Griffith Road, Gaithersburg, Montgomery County, Maryland	Slave house built with a group of outbuildings around 1845-65	Willie Graham	Montgomery Co.	MD	USA	WILLIE GRAHAM 2021	house,dwelling,slave house,slave,enslaved,log,log dwelling,log house,quarter,slave quarter,joist,v notch
assets/images/gallery/2022WJG0707_0514.jpg	assets/images/thumbnails/2022WJG0707_0514.jpg	300	200	Farmstead	Darnell's Place Slave House	Darnell's Place Slave House, 17615 Whites Ferry Road, Montgomery County, Maryland	Complex of buildings likley constructed shortly after the Darnell family acquired the property in 1808. Most of the buildigs were constructed of Seneca sandstone and all have been heavily remodeled in the late 20th century. Buildings include a main house (the frame portion of which burned in 1952 and was rebuilt), a stone rear wing to that house, a combination dairy and smokehouse, a slave house, a mid 19th-century drive-through corn crib, a stone stable, and a 20th century frame dairy barn.	Willie Graham	Montgomery Co.	MD	USA	WILLIE GRAHAM 2022	sandstone,seneca sandstone,stone,slave house,slave quarter,quarter,enslave,enslaved
assets/images/gallery/2022WJG0708_0928 b&w.jpg	assets/images/thumbnails/2022WJG0708_0928 b&w.jpg	299	199	Rebuilt center chimney	Brome Quarter	Brome Quarter, 18281 Rosecroft Road, Lexington Park, St. Marys County, Maryland	Mid 19th-century timber frame double slave quarter. Moved from its original location in the early 1980s and restored as a museum house.	Willie Graham	St. Marys County	MD	USA	WILLIE GRAHAM 2022	quarter,slave quarter,slave house,slavehouse,enslave,enslaved,timber frame,dwelling,interior,frame,stud,joist,post,chimney,lintel,timber frame
assets/images/gallery/DSC_0810.jpg	assets/images/thumbnails/DSC_0810.jpg	300	451	Porch on log house	Delsbo Farmstead, Skansen	Delsbogarden (Delsbo Farmstead), Skansen, Djurgårdsslätten 49-51, 115 21 Stockholm, Sweden	Representing a prosperous farmstead of about 1850.	Willie Graham	Stockholm		Sweden	Willie Graham 2022	farm,farmstead,mid 19th century,house,dwelling,paint,red,red brown,porch,log
assets/images/gallery/DSC_0804.jpg	assets/images/thumbnails/DSC_0804.jpg	299	199	Corn Cribs	Delsbo Farmstead Corn Cribs, Ska	Delsbogarden (Delsbo Farmstead) Corn Cribs, Skansen, Djurgårdsslätten 49-51, 115 21 Stockholm, Sweden	Representing a prosperous farmstead of about 1850.	Willie Graham	Stockholm		Sweden	Willie Graham 2022	farm,farmstead,mid 19th century,log,crib,corn
assets/images/gallery/DSC_1071.jpg	assets/images/thumbnails/DSC_1071.jpg	300	451	View from water		Stockholm, Sweden		Willie Graham	Stockholm		Sweden	Willie Graham 2022	water,moon,stockholm,night,nightime
assets/images/gallery/2018WJG0119_0015.jpg	assets/images/thumbnails/2018WJG0119_0015.jpg	300	200	Unrestored south elevation	Cloverfields	Cloverfields, Foreman Landing Road, Queen Anne's County, Maryland	Built by Philemon Hemsley in 1704-05. William Hemsley improved the property in 1727-28 shortlybefore he patented the land in 1730. Brick, hall/parlor palan, two stories, with rear stair tower. Bent principal rafter roof. Clapboard cockloft. Clapboard roof sheathing. Foliated H hinges in attic. Attic flooring tulip poplar. In the late 1760s made into a double-pile, center-passage plan house. Eleaborate new woodwork, including plaster paneling, wood raised paneling, rococo consoles on sides of mantel, carved fretwork in the Chinese style in mantels, large scale moldings.	Willie Graham	Queen Anne's County	Maryland	USA	Willie Graham 2018	brick,masonry,glazed header,decorative brick,triple stack chimney,chimney
assets/images/gallery/2017wjg0404_0001.jpg	assets/images/thumbnails/2017wjg0404_0001.jpg	299	175	Main house and quarter	Battersea	Battersea, Battersea Lane, Petersburg, Virginia	Built 1768 (dendro date) for Col. John Banister, first mayor of Petersburg and functioned as a villa. Five-part Palladian plan. Altered in the 1790s (rear porch rebuilt; front porch raised to two stories) and again in 1823 (by John Fitzhugh May). May rebuilt end porches, created a double parlor plan , replaced many of the mantels, redid the front fenestration to include Palladian windows. 1840s the house was stuccoed, front porch rebuilt. The greenhouse was built in 1823, 	Willie Graham	Petersburg	Virginia	USA	Willie Graham 2014	house,dwelling,villa,john banister,john fitzhugh may
assets/images/gallery/DSC_0812.jpg	assets/images/thumbnails/DSC_0812.jpg	299	450	Frontispiece with benches	Delsbo Farmstead, Skansen	Delsbogarden (Delsbo Farmstead), Skansen, Djurgårdsslätten 49-51, 115 21 Stockholm, Sweden	Representing a prosperous farmstead of about 1850.	Willie Graham	Stockholm		Sweden	Willie Graham 2022	farm,farmstead,mid 19th century,house,dwelling,paint,red,red brown,frontispiece,bench
assets/images/gallery/2018wjg0116_0156.jpg	assets/images/thumbnails/2018wjg0116_0156.jpg	300	200	Fire, which started early in the morning of January 16, 2018	Seward Luggage Factory	Seward Luggage, High Street, Petersburg, Virginia	fire broke out about 5:00 a.m. January 16, 2018 and burned well into the afternoon.	Willie Graham	Petersburg	Virginia	USA	Willie Graham 2018	seward luggage factory,factory,fire,fireman,fire fighter
assets/images/gallery/2021WJG0810_0642.jpg	assets/images/thumbnails/2021WJG0810_0642.jpg	299	199	Main house, smokehouse, and quarter	Edgehill	Edgehill, 4920 Griffith Road, Gaithersburg, Montgomery County, Maryland	HOuse constructed late 18th/early 19th century. Includes several generations of improvements including a large, two-story wing reportedly built in 1841. Outbuildings date to ca. 1845-65	Willie Graham	Montgomery Co.	MD	USA	WILLIE GRAHAM 2021	house,dwelling,frame,side passage,greek revival,outbuilding,smokehouse,quarter,slave house,log,log quarter,log smokehouse,enslave,enslaved,slave
assets/images/gallery/DSC_1106.jpg	assets/images/thumbnails/DSC_1106.jpg	300	451		Gripsholm Castle	Gripsholm Castle, 647 31 Mariefred, Södermanland, Sweden	From Wikipedia: In 1773, Gripsholm Castle was renovated by King Gustav III,[8] on behalf of his consort Sophia Magdalena. The castle was frequently used by the royal court during the reign of Gustav III, who favored it and spent several months there every year. The perhaps most famous addition to the castle during his reign was a theater, which was added in one of the castle towers. It was the stage for both the amateur theatre of the royal court as well as The French Theater of Gustav III in 1781–1792. Stucco rendered to appear as rubbed brick on tower. After the Coup of 1809, Gustav IV Adolf and his family were also imprisoned in the castle after his deposition from the throne. He had to sign his abdication document there.	Willie Graham	Mariefred	Södermanland	Sweden	Willie Graham 2005	castle,tower,brick,masonry,stucco,stucco to resemble brick,brick patterned stucco
assets/images/gallery/2022WJG0707_0525 b&w.jpg	assets/images/thumbnails/2022WJG0707_0525 b&w.jpg	300	200	Gable and front elevations	Darnell's Place Stable	Darnell's Place Stable, 17615 Whites Ferry Road, Montgomery County, Maryland	Complex of buildings likley constructed shortly after the Darnell family acquired the property in 1808. Most of the buildigs were constructed of Seneca sandstone and all have been heavily remodeled in the late 20th century. Buildings include a main house (the frame portion of which burned in 1952 and was rebuilt), a stone rear wing to that house, a combination dairy and smokehouse, a slave house, a mid 19th-century drive-through corn crib, a stone stable, and a 20th century frame dairy barn.	Willie Graham	Montgomery Co.	MD	USA	WILLIE GRAHAM 2022	sandstone,seneca sandstone,stone,stable,horse
assets/images/gallery/2022WJG0708_0921 b&w.jpg	assets/images/thumbnails/2022WJG0708_0921 b&w.jpg	299	199	Rebuilt center chimney	Brome Quarter	Brome Quarter, 18281 Rosecroft Road, Lexington Park, St. Marys County, Maryland	Mid 19th-century timber frame double slave quarter. Moved from its original location in the early 1980s and restored as a museum house.	Willie Graham	St. Marys County	MD	USA	WILLIE GRAHAM 2022	quarter,slave quarter,slave house,slavehouse,enslave,enslaved,timber frame,dwelling,interior,frame,stud,joist,post,chimney,lintel,timber frame,floor,dirt,dirt floor,clay floor
assets/images/gallery/2022WJG0707_0517.jpg	assets/images/thumbnails/2022WJG0707_0517.jpg	299	199	View across field	Darnell's Place Stable	Darnell's Place Stable, 17615 Whites Ferry Road, Montgomery County, Maryland	Complex of buildings likley constructed shortly after the Darnell family acquired the property in 1808. Most of the buildigs were constructed of Seneca sandstone and all have been heavily remodeled in the late 20th century. Buildings include a main house (the frame portion of which burned in 1952 and was rebuilt), a stone rear wing to that house, a combination dairy and smokehouse, a slave house, a mid 19th-century drive-through corn crib, a stone stable, and a 20th century frame dairy barn.	Willie Graham	Montgomery Co.	MD	USA	WILLIE GRAHAM 2022	sandstone,seneca sandstone,stone,stable,horse
assets/images/gallery/2022WJG0708_0907.jpg	assets/images/thumbnails/2022WJG0708_0907.jpg	300	200	Mid 19th-century slave house	Brome Quarter	Brome Quarter, 18281 Rosecroft Road, Lexington Park, St. Marys County, Maryland	Mid 19th-century timber frame double slave quarter. Moved from its original location in the early 1980s and restored as a museum house.	Willie Graham	St. Marys County	MD	USA	WILLIE GRAHAM 2022	quarter,slave quarter,slave house,slavehouse,enslave,enslaved,timber frame,dwelling
assets/images/gallery/DSC_0807.jpg	assets/images/thumbnails/DSC_0807.jpg	299	450	Log detail	Delsbo Farmstead, Skansen	Delsbogarden (Delsbo Farmstead), Skansen, Djurgårdsslätten 49-51, 115 21 Stockholm, Sweden	Representing a prosperous farmstead of about 1850.	Willie Graham	Stockholm		Sweden	Willie Graham 2022	farm,farmstead,mid 19th century,log,joinery
assets/images/gallery/2022WJG006221_0089.jpg	assets/images/thumbnails/2022WJG006221_0089.jpg	299	199	18th-century lead flashing reused in 1840s re-shingling	James Brice House	James Brice House, 42 East Street, Annapolis, Anne Arundel County, Maryland	Construction was started by Judge John Brice, or at least lot aquisition and collection of some building material. Upon his death his son James Brice was bequeathed the project. Construction spanned the years 1767-1774. Picture of the valley between the east wing and east hyphen showing cant board in valley and lead flashing. This flashing was installed during a ca. 1840 re-roofing of the house and appears to be reused from the original roofing. Note the surviving fragment of a wood shingle which was nailed to the outer edge of the flashing.	Willie Graham	Annapolis	MD	USA	WILLIE GRAHAM 2022	house,dwelling,roof,sheath,sheathing,flashing,lead,lead flashing,shingle,wood shingle
assets/images/gallery/DSC_0813.jpg	assets/images/thumbnails/DSC_0813.jpg	299	199	Log house and stable	Delsbo Farmstead, Skansen	Delsbogarden (Delsbo Farmstead), Skansen, Djurgårdsslätten 49-51, 115 21 Stockholm, Sweden	Representing a prosperous farmstead of about 1850.	Willie Graham	Stockholm		Sweden	Willie Graham 2022	farm,farmstead,mid 19th century,house,dwelling,paint,red,red brown,porch,stable,barn,log
assets/images/gallery/DSC_1072.jpg	assets/images/thumbnails/DSC_1072.jpg	299	199	View across water	Södermalm	Södermalm, Stockholm, Sweden		Willie Graham	Stockholm		Sweden	Willie Graham 2022	södermalm,stockholm
assets/images/gallery/DSC_1076.jpg	assets/images/thumbnails/DSC_1076.jpg	299	199	View across the water	Old Town	Old Town, Stockholm, Sweden	View across water--House of Nobility on the left	Willie Graham	Stockholm		Sweden	Willie Graham 2022	stockholm,water,house of nobility,city view
assets/images/gallery/2017wjg0615_0047 cropped.jpg	assets/images/thumbnails/2017wjg0615_0047 cropped.jpg	299	171		Cloverfields	Cloverfields, Foreman Landing Road, Queen Anne's County, Maryland	Built by Hemsley shortly after he patented the land in 1730--perhaps built in 1733. Brick, hall/parlor palan, two stories, with rear stair tower. Bent principal rafter roof. Clapboard cockloft. Clapboard roof sheathing. Foliated H hinges in attic. Attic flooring tulip poplar. About 1770 made into a double-pile, center-passage plan house. Eleaborate new woodwork, including plaster paneling, wood raised paneling, rococo consoles on sides of mantel, carved fretwork in the Chinese style in mantels, large scale moldings. 	Willie Graham	Queen Anne's County	Maryland	USA	Willie Graham 2014	brick,flemish bond,header,glazed header,all glazed header flemish bond,chimney,stack,articulated,kitchen,dwelling,belt course,stringcourse
assets/images/gallery/DSC_1141 b&w.jpg	assets/images/thumbnails/DSC_1141 b&w.jpg	300	451		Baroque doorway	Baroque doorway, Old Town, Stockholm, Sweden		Willie Graham	Stockholm		Sweden	Willie Graham 2022	baroque,doorway,pediment,broken pediment,column,artisan mannerist,baroque frontispiece,frontispiece,stone
assets/images/gallery/2021WJG0810_0652.jpg	assets/images/thumbnails/2021WJG0810_0652.jpg	300	450	Lattice window in front gable	Edgehill Dairy	Edgehill Dairy, 4920 Griffith Road, Gaithersburg, Montgomery County, Maryland	Log dairy dating to about 1845-65. Family tradition holds that the building was constructed as a chicken coop.	Willie Graham	Montgomery Co.	MD	USA	WILLIE GRAHAM 2021	dairy,log,round log,lattice,vent,door,board and batten,board and batten door,v notch,hew,hewn
assets/images/gallery/2022WJG1101_0005 b&w.jpg	assets/images/thumbnails/2022WJG1101_0005 b&w.jpg	300	200	Main house and greenhouse	Battersea	Battersea, Battersea Lane, Petersburg, Virginia	Built 1768 (dendro date) for Col. John Banister, first mayor of Petersburg and functioned as a villa. Five-part Palladian plan. Altered in the 1790s (rear porch rebuilt; front porch raised to two stories) and again in 1823 (by John Fitzhugh May). May rebuilt end porches, created a double parlor plan , replaced many of the mantels, redid the front fenestration to include Palladian windows. 1840s the house was stuccoed, front porch rebuilt. The greenhouse was built in 1823, 	Willie Graham	Petersburg	Virginia	USA	WILLIE GRAHAM 2022	house,dwelling,villa,palladian,5 part house,porch,cornice,stucco,pediment,greenhouse,orangery
assets/images/gallery/DSC_0816.jpg	assets/images/thumbnails/DSC_0816.jpg	299	450	Decoratively painted board-and-batten door	Delsbo Farmstead, Skansen	Delsbogarden (Delsbo Farmstead), Skansen, Djurgårdsslätten 49-51, 115 21 Stockholm, Sweden	Representing a prosperous farmstead of about 1850.	Willie Graham	Stockholm		Sweden	Willie Graham 2022	farm,farmstead,mid 19th century,door,decorative paint,board and batten,board and batten door,door sill
assets/images/gallery/2018WJG0119_0007.jpg	assets/images/thumbnails/2018WJG0119_0007.jpg	300	449	Unrestored front elevation	Cloverfields	Cloverfields, Foreman Landing Road, Queen Anne's County, Maryland	Built by Philemon Hemsley in 1704-05. William Hemsley improved the property in 1727-28 shortlybefore he patented the land in 1730. Brick, hall/parlor palan, two stories, with rear stair tower. Bent principal rafter roof. Clapboard cockloft. Clapboard roof sheathing. Foliated H hinges in attic. Attic flooring tulip poplar. In the late 1760s made into a double-pile, center-passage plan house. Eleaborate new woodwork, including plaster paneling, wood raised paneling, rococo consoles on sides of mantel, carved fretwork in the Chinese style in mantels, large scale moldings. Front facade	Willie Graham	Queen Anne's County	Maryland	USA	Willie Graham 2018	brick,masonry,limewash,glazed header,dormer
assets/images/gallery/DSC_1075.jpg	assets/images/thumbnails/DSC_1075.jpg	299	199	Night view across the water to Kungsholmen island	City Hall	City Hall, Hantverkargatan 1, 111 52, Stockholm, Sweden	From Wikipedia: In 1907, the city council decided to build a new city hall at the former site of Eldkvarn. An architectural design competition was held, which first resulted in the selection of drafts by Ragnar Östberg, Carl Westman, Ivar Tengbom jointly with Ernst Torulf, and Carl Bergsten. After a further competition between Westman and Östberg, the latter was assigned the construction of the City Hall, while the former was asked to build Stockholm Court House. Östberg modified his original draft using elements of Westman's design, including the tower. During construction, Östberg constantly reworked his plans, resulting in the addition of the lantern on top of the tower, and the abandonment of the blue glazed tiles in the Blue Hall. Oskar Asker was employed as construction leader and Paul Toll, of builders Kreuger & Toll, designed the foundations. Georg Greve also assisted in preparing the plans.[3] Construction took twelve years, from 1911 to 1923. Nearly eight million red bricks were used. The dark red bricks, called munktegel (monks's brick) because of their traditional use in the construction of monasteries and churches, were provided by Lina brickworks of Södertälje. The building was inaugurated on 23 June 1923, exactly 400 years after Gustav Vasa's arrival in Stockholm. Verner von Heidenstam and Hjalmar Branting delivered the inaugurational speeches.	Willie Graham	Stockholm		Sweden	Willie Graham 2022	tower,city hall
assets/images/gallery/DSC_0814.jpg	assets/images/thumbnails/DSC_0814.jpg	299	450	Decoratively painted board-and-batten door	Delsbo Farmstead, Skansen	Delsbogarden (Delsbo Farmstead), Skansen, Djurgårdsslätten 49-51, 115 21 Stockholm, Sweden	Representing a prosperous farmstead of about 1850.	Willie Graham	Stockholm		Sweden	Willie Graham 2022	farm,farmstead,mid 19th century,door,decorative paint,board and batten,board and batten door,thumb latch,forge,hand forge,wrought iron
assets/images/gallery/DSC_0828.jpg	assets/images/thumbnails/DSC_0828.jpg	299	199	Outbuilding with green roof	Kyrkhult Farmhouse, Skansen	Kyrkhult Farmhouse, Skansen, Djurgårdsslätten 49-51, 115 21 Stockholm, Sweden	Early 19th-century farmstead	Willie Graham	Stockholm		Sweden	Willie Graham 2022	farmstead,outdoor history musuem,museum,outbuilding,green roof,log
assets/images/gallery/2022WJG0707_0538.jpg	assets/images/thumbnails/2022WJG0707_0538.jpg	299	199	Interior showing pockets in wall for previous stall fittings	Darnell's Place Stable	Darnell's Place Stable, 17615 Whites Ferry Road, Montgomery County, Maryland	Complex of buildings likley constructed shortly after the Darnell family acquired the property in 1808. Most of the buildigs were constructed of Seneca sandstone and all have been heavily remodeled in the late 20th century. Buildings include a main house (the frame portion of which burned in 1952 and was rebuilt), a stone rear wing to that house, a combination dairy and smokehouse, a slave house, a mid 19th-century drive-through corn crib, a stone stable, and a 20th century frame dairy barn.	Willie Graham	Montgomery Co.	MD	USA	WILLIE GRAHAM 2022	sandstone,seneca sandstone,stone,stable,horse,stall,manger
assets/images/gallery/2022WJG0707_0502 b&w.jpg	assets/images/thumbnails/2022WJG0707_0502 b&w.jpg	300	200	Rear elevation	Darnell's Place Slave House	Darnell's Place Slave House, 17615 Whites Ferry Road, Montgomery County, Maryland	Complex of buildings likley constructed shortly after the Darnell family acquired the property in 1808. Most of the buildigs were constructed of Seneca sandstone and all have been heavily remodeled in the late 20th century. Buildings include a main house (the frame portion of which burned in 1952 and was rebuilt), a stone rear wing to that house, a combination dairy and smokehouse, a slave house, a mid 19th-century drive-through corn crib, a stone stable, and a 20th century frame dairy barn.	Willie Graham	Montgomery Co.	MD	USA	WILLIE GRAHAM 2022	sandstone,seneca sandstone,stone,slave house,slave quarter,quarter,enslave,enslaved
assets/images/gallery/2018wjg0116_0018.jpg	assets/images/thumbnails/2018wjg0116_0018.jpg	300	200	Fire, which started early in the morning of January 16, 2018	Seward Luggage Factory	Seward Luggage, High Street, Petersburg, Virginia	fire broke out about 5:00 a.m. January 16, 2018 and burned well into the afternoon.	Willie Graham	Petersburg	Virginia	USA	Willie Graham 2018	seward luggage factory,factory,fire,fireman,fire fighter
assets/images/gallery/2022WJG0707_0512 b&w.jpg	assets/images/thumbnails/2022WJG0707_0512 b&w.jpg	300	200	Front and gable elevations	Darnell's Place Slave House	Darnell's Place Slave House, 17615 Whites Ferry Road, Montgomery County, Maryland	Complex of buildings likley constructed shortly after the Darnell family acquired the property in 1808. Most of the buildigs were constructed of Seneca sandstone and all have been heavily remodeled in the late 20th century. Buildings include a main house (the frame portion of which burned in 1952 and was rebuilt), a stone rear wing to that house, a combination dairy and smokehouse, a slave house, a mid 19th-century drive-through corn crib, a stone stable, and a 20th century frame dairy barn.	Willie Graham	Montgomery Co.	MD	USA	WILLIE GRAHAM 2022	sandstone,seneca sandstone,stone,slave house,slave quarter,quarter,enslave,enslaved
assets/images/gallery/2021WJG0810_0644.jpg	assets/images/thumbnails/2021WJG0810_0644.jpg	299	199	Front elevation	Edgehill Dairy	Edgehill Dairy, 4920 Griffith Road, Gaithersburg, Montgomery County, Maryland	Log dairy dating to about 1845-65. Family tradition holds that the building was constructed as a chicken coop.	Willie Graham	Montgomery Co.	MD	USA	WILLIE GRAHAM 2021	dairy,log,round log,lattice,vent,door,board and batten,board and batten door,v notch,hew,hewn
assets/images/gallery/2021WJG0810_0650.jpg	assets/images/thumbnails/2021WJG0810_0650.jpg	300	200	Interior fittings and roof frame	Edgehill Dairy	Edgehill Dairy, 4920 Griffith Road, Gaithersburg, Montgomery County, Maryland	Log dairy dating to about 1845-65. Family tradition holds that the building was constructed as a chicken coop.	Willie Graham	Montgomery Co.	MD	USA	WILLIE GRAHAM 2021	dairy,log,round log,lattice,vent,rafter,ridge,ridge beam,hang,lath,shingle lath,rafter,common rafter
assets/images/gallery/DSC_1101.jpg	assets/images/thumbnails/DSC_1101.jpg	299	450		Gripsholm Castle	Gripsholm Castle, 647 31 Mariefred, Södermanland, Sweden	From Wikipedia: In 1773, Gripsholm Castle was renovated by King Gustav III,[8] on behalf of his consort Sophia Magdalena. The castle was frequently used by the royal court during the reign of Gustav III, who favored it and spent several months there every year. The perhaps most famous addition to the castle during his reign was a theater, which was added in one of the castle towers. It was the stage for both the amateur theatre of the royal court as well as The French Theater of Gustav III in 1781–1792. After the Coup of 1809, Gustav IV Adolf and his family were also imprisoned in the castle after his deposition from the throne. He had to sign his abdication document there.	Willie Graham	Mariefred	Södermanland	Sweden	Willie Graham 2005	castle,tower,brick,masonry
